37.297148	126.973257
37.297148	126.973251
37.297147	126.973246
37.297146	126.973240
37.297146	126.973235
37.297145	126.973229
37.297145	126.973223
37.297144	126.973218
37.297144	126.973212
37.297143	126.973207
37.297143	126.973201
37.297142	126.973195
37.297141	126.973190
37.297141	126.973184
37.297140	126.973179
37.297140	126.973173
37.297139	126.973168
37.297138	126.973162
37.297138	126.973157
37.297137	126.973151
37.297136	126.973146
37.297136	126.973140
37.297135	126.973135
37.297134	126.973129
37.297133	126.973124
37.297133	126.973118
37.297132	126.973113
37.297131	126.973107
37.297130	126.973102
37.297130	126.973096
37.297129	126.973091
37.297128	126.973085
37.297127	126.973080
37.297126	126.973074
37.297125	126.973069
37.297124	126.973063
37.297123	126.973058
37.297122	126.973052
37.297122	126.973047
37.297121	126.973041
37.297120	126.973036
37.297119	126.973030
37.297117	126.973025
37.297116	126.973020
37.297115	126.973014
37.297113	126.973009
37.297110	126.973005
37.297107	126.973001
37.297103	126.972998
37.297099	126.972994
37.297096	126.972991
37.297092	126.972989
37.297087	126.972986
37.297083	126.972984
37.297079	126.972982
37.297075	126.972981
37.297070	126.972979
37.297066	126.972979
37.297061	126.972978
37.297056	126.972978
37.297052	126.972979
37.297048	126.972980
37.297043	126.972981
37.297039	126.972981
37.297034	126.972982
37.297030	126.972983
37.297026	126.972984
37.297021	126.972984
37.297017	126.972985
37.297012	126.972986
37.297008	126.972987
37.297004	126.972988
37.296999	126.972989
37.296995	126.972990
37.296990	126.972991
37.296986	126.972992
37.296981	126.972992
37.296977	126.972993
37.296973	126.972994
37.296968	126.972995
37.296964	126.972996
37.296959	126.972997
37.296955	126.972998
37.296950	126.972999
37.296946	126.972999
37.296942	126.973000
37.296937	126.973001
37.296933	126.973002
37.296928	126.973003
37.296924	126.973004
37.296919	126.973005
37.296915	126.973006
37.296910	126.973006
37.296906	126.973007
37.296902	126.973008
37.296897	126.973009
37.296893	126.973010
37.296888	126.973011
37.296884	126.973012
37.296879	126.973013
37.296875	126.973014
37.296870	126.973014
37.296866	126.973015
37.296862	126.973016
37.296857	126.973017
37.296853	126.973018
37.296848	126.973019
37.296844	126.973019
37.296839	126.973020
37.296835	126.973021
37.296830	126.973022
37.296826	126.973023
37.296821	126.973023
37.296817	126.973024
37.296812	126.973025
37.296808	126.973026
37.296804	126.973027
37.296799	126.973027
37.296795	126.973028
37.296790	126.973029
37.296786	126.973030
37.296781	126.973030
37.296777	126.973031
37.296772	126.973032
37.296768	126.973033
37.296763	126.973033
37.296759	126.973034
37.296754	126.973035
37.296750	126.973035
37.296745	126.973036
37.296741	126.973037
37.296737	126.973038
